plan_id,tier_code,tier_slug,age_band_raw,age_start,age_end,age_open_ended,premium_total_raw,premium_total_min,premium_total_max,premium_excl_mshl_raw,premium_excl_mshl_min,premium_excl_mshl_max,annual_change_raw,annual_change_min_pct,annual_change_max_pct,premium_available,availability_note,source_kind,source_pdf,source_page,source_table,source_slug,repair_flags
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,76 to 78,76,78.0,False,"6,877",6877.0,6877.0,"5,318",5318.0,5318.0,10.1%,10.1,10.1,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,79 to 80,79,80.0,False,"4,929",4929.0,4929.0,"3,309",3309.0,3309.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,79 to 80,79,80.0,False,"7,610",7610.0,7610.0,"5,990",5990.0,5990.0,10.0%,10.0,10.0,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,81 to 83,81,83.0,False,"4,749",4749.0,4749.0,"3,043",3043.0,3043.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,81 to 83,81,83.0,False,"8,002",8002.0,8002.0,"6,296",6296.0,6296.0,10.1%,10.1,10.1,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,84 to 85,84,85.0,False,"5,477",5477.0,5477.0,"3,506",3506.0,3506.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,84 to 85,84,85.0,False,"9,122",9122.0,9122.0,"7,151",7151.0,7151.0,10.8%,10.8,10.8,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,86 to 90,86,90.0,False,"6,146 - 6,516",6146.0,6516.0,"4,083 - 4,453",4083.0,4453.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,86 to 90,86,90.0,False,"9,899 - 10,651",9899.0,10651.0,"7,836 - 8,588",7836.0,8588.0,10.1%,10.1,10.1,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Premiums above age 90,91,,True,"6,915 - 8,554",6915.0,8554.0,"4,822 - 6,461",4822.0,6461.0,3.9%,3.9,3.9,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Premiums above age 90,91,,True,"11,261 - 13,156",11261.0,13156.0,"9,168 - 11,063",9168.0,11063.0,10.2% to 11.6%,10.2,11.6,True,,premium_detail,05_private_hospital_plans.pdf,8,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,1 to 20,1,20.0,False,429,429.0,429.0,281,281.0,281.0,7.1%,7.1,7.1,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,1 to 20,1,20.0,False,268 - 292,268.0,292.0,120 - 144,120.0,144.0,9.6% to 9.7%,9.6,9.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,1 to 20,1,20.0,False,350 - 402,350.0,402.0,203 - 254,203.0,254.0,3.1% to 9.0%,3.1,9.0,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,21 to 30,21,30.0,False,536 - 617,536.0,617.0,281 - 362,281.0,362.0,6.9% to 7.1%,6.9,7.1,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,21 to 30,21,30.0,False,399,399.0,399.0,144,144.0,144.0,9.6%,9.6,9.6,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,21 to 30,21,30.0,False,509 - 550,509.0,550.0,254 - 296,254.0,296.0,7.2% to 7.6%,7.2,7.6,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,31 to 40,31,40.0,False,837 - 887,837.0,887.0,440 - 490,440.0,490.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,31 to 40,31,40.0,False,589,589.0,589.0,192,192.0,192.0,9.7%,9.7,9.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,31 to 40,31,40.0,False,807 - 838,807.0,838.0,409 - 441,409.0,441.0,8.3% to 11.0%,8.3,11.0,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,41 to 50,41,50.0,False,"1,640 - 1,734",1640.0,1734.0,"1,105 - 1,199",1105.0,1199.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,41 to 50,41,50.0,False,903,903.0,903.0,368,368.0,368.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,41 to 50,41,50.0,False,"1,373 - 1,415",1373.0,1415.0,839 - 880,839.0,880.0,8.9% to 10.7%,8.9,10.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,51 to 60,51,60.0,False,"2,523 - 2,985",2523.0,2985.0,"1,708 - 2,170",1708.0,2170.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,51 to 60,51,60.0,False,"1,352",1352.0,1352.0,537,537.0,537.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,51 to 60,51,60.0,False,"2,180 - 2,763",2180.0,2763.0,"1,365 - 1,948",1365.0,1948.0,6.8% to 10.7%,6.8,10.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,61 to 65,61,65.0,False,"3,970",3970.0,3970.0,"2,931",2931.0,2931.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,61 to 65,61,65.0,False,"1,804",1804.0,1804.0,765,765.0,765.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,61 to 65,61,65.0,False,"3,607 - 3,624",3607.0,3624.0,"2,568 - 2,585",2568.0,2585.0,10.4% to 10.7%,10.4,10.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,66 to 70,66,70.0,False,"5,429",5429.0,5429.0,"4,308",4308.0,4308.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,66 to 70,66,70.0,False,"2,554",2554.0,2554.0,"1,433",1433.0,1433.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,66 to 70,66,70.0,False,"4,721 - 5,011",4721.0,5011.0,"3,601 - 3,891",3601.0,3891.0,8.2% to 10.7%,8.2,10.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,71 to 73,71,73.0,False,"6,939",6939.0,6939.0,"5,722",5722.0,5722.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,71 to 73,71,73.0,False,"3,347",3347.0,3347.0,"2,130",2130.0,2130.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,71 to 73,71,73.0,False,"5,595 - 6,337",5595.0,6337.0,"4,378 - 5,120",4378.0,5120.0,7.2% to 11.0%,7.2,11.0,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,74 to 75,74,75.0,False,"7,683",7683.0,7683.0,"6,338",6338.0,6338.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,74 to 75,74,75.0,False,"3,837",3837.0,3837.0,"2,492",2492.0,2492.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,74 to 75,74,75.0,False,"6,771 - 7,310",6771.0,7310.0,"5,427 - 5,965",5427.0,5965.0,11.0%,11.0,11.0,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,76 to 78,76,78.0,False,"9,484",9484.0,9484.0,"7,925",7925.0,7925.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,76 to 78,76,78.0,False,"4,664",4664.0,4664.0,"3,105",3105.0,3105.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,76 to 78,76,78.0,False,"7,793 - 8,730",7793.0,8730.0,"6,235 - 7,171",6235.0,7171.0,11.0%,11.0,11.0,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,79 to 80,79,80.0,False,"10,457",10457.0,10457.0,"8,837",8837.0,8837.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,79 to 80,79,80.0,False,"4,756",4756.0,4756.0,"3,136",3136.0,3136.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,79 to 80,79,80.0,False,"9,142 - 9,804",9142.0,9804.0,"7,523 - 8,184",7523.0,8184.0,11.2%,11.2,11.2,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,81 to 83,81,83.0,False,"11,099",11099.0,11099.0,"9,393",9393.0,9393.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,81 to 83,81,83.0,False,"4,842",4842.0,4842.0,"3,136",3136.0,3136.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,81 to 83,81,83.0,False,"10,260 - 10,898",10260.0,10898.0,"8,553 - 9,192",8553.0,9192.0,7.5% to 10.5%,7.5,10.5,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,84 to 85,84,85.0,False,"11,459",11459.0,11459.0,"9,488",9488.0,9488.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,84 to 85,84,85.0,False,"5,163",5163.0,5163.0,"3,192",3192.0,3192.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,84 to 85,84,85.0,False,"11,175 - 11,187",11175.0,11187.0,"9,204 - 9,216",9204.0,9216.0,5.9%,5.9,5.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,86 to 90,86,90.0,False,"11,645 - 11,742",11645.0,11742.0,"9,582 - 9,679",9582.0,9679.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,86 to 90,86,90.0,False,"6,542 - 6,809",6542.0,6809.0,"4,479 - 4,746",4479.0,4746.0,9.8%,9.8,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,86 to 90,86,90.0,False,"11,315 - 11,408",11315.0,11408.0,"9,252 - 9,345",9252.0,9345.0,5.7%,5.7,5.7,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Premiums above age 90,91,,True,"12,256 - 13,626",12256.0,13626.0,"10,163 - 11,533",10163.0,11533.0,6.9%,6.9,6.9,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Premiums above age 90,91,,True,"6,839 - 7,644",6839.0,7644.0,"4,746 - 5,551",4746.0,5551.0,4.6% to 9.8%,4.6,9.8,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Premiums above age 90,91,,True,"11,532 - 12,505",11532.0,12505.0,"9,438 - 10,412",9438.0,10412.0,3.0% to 4.3%,3.0,4.3,True,,premium_detail,05_private_hospital_plans.pdf,8,2,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,1 to 20,1,20.0,False,405 - 448,405.0,448.0,257 - 300,257.0,300.0,11.4% to 13.1%,11.4,13.1,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,1 to 20,1,20.0,False,342 - 380,342.0,380.0,194 - 232,194.0,232.0,0.3% to 6.5%,0.3,6.5,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,1 to 20,1,20.0,False,475,475.0,475.0,327,327.0,327.0,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,21 to 30,21,30.0,False,547 - 555,547.0,555.0,292 - 300,292.0,300.0,7.0% to 12.4%,7.0,12.4,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,21 to 30,21,30.0,False,490 - 523,490.0,523.0,235 - 268,235.0,268.0,0.4% to 4.9%,0.4,4.9,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,21 to 30,21,30.0,False,582,582.0,582.0,327,327.0,327.0,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,31 to 40,31,40.0,False,816 - 869,816.0,869.0,419 - 472,419.0,472.0,8.6% to 13.0%,8.6,13.0,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,31 to 40,31,40.0,False,749 - 825,749.0,825.0,352 - 428,352.0,428.0,-4.9% to 1.5%,-4.9,1.5,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,31 to 40,31,40.0,False,724,724.0,724.0,327,327.0,327.0,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,41 to 50,41,50.0,False,"1,429 - 1,478",1429.0,1478.0,894 - 943,894.0,943.0,11.0% to 13.0%,11.0,13.0,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,41 to 50,41,50.0,False,"1,279 - 1,748",1279.0,1748.0,"744 - 1,213",744.0,1213.0,1.4% to 9.5%,1.4,9.5,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,41 to 50,41,50.0,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),,,327,,,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,51 to 60,51,60.0,False,"2,322 - 2,879",2322.0,2879.0,"1,507 - 2,064",1507.0,2064.0,12.7%,12.7,12.7,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,51 to 60,51,60.0,False,"2,038 - 2,707",2038.0,2707.0,"1,223 - 1,892",1223.0,1892.0,1.6% to 9.5%,1.6,9.5,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,51 to 60,51,60.0,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),,,327,,,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,61 to 65,61,65.0,False,"3,755 - 3,776",3755.0,3776.0,"2,716 - 2,737",2716.0,2737.0,12.7%,12.7,12.7,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,61 to 65,61,65.0,False,"3,079 - 3,640",3079.0,3640.0,"2,040 - 2,601",2040.0,2601.0,1.4% to 9.9%,1.4,9.9,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,61 to 65,61,65.0,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),,,327,,,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,66 to 70,66,70.0,False,"4,929 - 5,237",4929.0,5237.0,"3,808 - 4,116",3808.0,4116.0,12.7%,12.7,12.7,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,66 to 70,66,70.0,False,"4,199 - 4,420",4199.0,4420.0,"3,078 - 3,299",3078.0,3299.0,3.5% to 5.9%,3.5,5.9,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,66 to 70,66,70.0,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),,,327,,,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,71 to 73,71,73.0,False,"6,072 - 6,328",6072.0,6328.0,"4,855 - 5,111",4855.0,5111.0,10.9%,10.9,10.9,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,71 to 73,71,73.0,False,"5,250 - 5,677",5250.0,5677.0,"4,033 - 4,460",4033.0,4460.0,2.5% to 6.0%,2.5,6.0,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,71 to 73,71,73.0,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),,,327,,,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__prudential__prushield_premier,private,private_hospital_plans,74 to 75,74,75.0,False,"6,762 - 7,287",6762.0,7287.0,"5,417 - 5,942",5417.0,5942.0,10.9%,10.9,10.9,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,74 to 75,74,75.0,False,"6,121 - 6,439",6121.0,6439.0,"4,776 - 5,094",4776.0,5094.0,2.8% to 5.0%,2.8,5.0,True,,premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
private__singlife__singlife_shield_starter,private,private_hospital_plans,74 to 75,74,75.0,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),,,327,,,N.A. (Note: Singlife Shield Starter was only launched in Jul 2023),,,False,N.A. (Note: Singlife Shield Starter is only available for those aged 1-39 ANB),premium_detail,05_private_hospital_plans.pdf,9,1,private_hospital_plans,forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (incl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - IP Premium (excl. MSHL)|forward_fill_from_previous:[Singlife] Singlife Shield Starter - Annual change in IP premium (excl. MSHL) over last 3 years
