plan_id,tier_code,tier_slug,age_band_raw,age_start,age_end,age_open_ended,premium_total_raw,premium_total_min,premium_total_max,premium_excl_mshl_raw,premium_excl_mshl_min,premium_excl_mshl_max,annual_change_raw,annual_change_min_pct,annual_change_max_pct,premium_available,availability_note,source_kind,source_pdf,source_page,source_table,source_slug,repair_flags
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,51 to 60,51,60.0,False,"1,044 - 1,133",1044.0,1133.0,229 - 318,229.0,318.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,377 - 1,424",1377.0,1424.0,338 - 385,338.0,385.0,3.7% to 8.3%,3.7,8.3,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,391 - 1,576",1391.0,1576.0,352 - 537,352.0,537.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,711 - 1,791",1711.0,1791.0,590 - 670,590.0,670.0,3.9% to 8.4%,3.9,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,717 - 2,027",1717.0,2027.0,596 - 906,596.0,906.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,71 to 73,71,73.0,False,"2,160 - 2,290",2160.0,2290.0,"943 - 1,073",943.0,1073.0,3.8% to 8.4%,3.8,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,71 to 73,71,73.0,False,"2,185 - 2,321",2185.0,2321.0,"968 - 1,104",968.0,1104.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,495 - 2,596",2495.0,2596.0,"1,150 - 1,251",1150.0,1251.0,5.4% to 8.4%,5.4,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,526 - 2,606",2526.0,2606.0,"1,181 - 1,261",1181.0,1261.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,867 - 2,923",2867.0,2923.0,"1,308 - 1,364",1308.0,1364.0,6.9% to 8.4%,6.9,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,907 - 3,096",2907.0,3096.0,"1,348 - 1,537",1348.0,1537.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,79 to 80,79,80.0,False,"3,210",3210.0,3210.0,"1,590",1590.0,1590.0,8.4%,8.4,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,79 to 80,79,80.0,False,"3,263 - 3,379",3263.0,3379.0,"1,643 - 1,759",1643.0,1759.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,81 to 83,81,83.0,False,"3,327",3327.0,3327.0,"1,621",1621.0,1621.0,8.4%,8.4,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,81 to 83,81,83.0,False,"3,518 - 3,629",3518.0,3629.0,"1,812 - 1,923",1812.0,1923.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,84 to 85,84,85.0,False,"3,735",3735.0,3735.0,"1,764",1764.0,1764.0,8.4%,8.4,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,84 to 85,84,85.0,False,"3,951 - 4,011",3951.0,4011.0,"1,980 - 2,040",1980.0,2040.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,86 to 90,86,90.0,False,"4,113 - 4,370",4113.0,4370.0,"2,050 - 2,307",2050.0,2307.0,2.3% to 5.4%,2.3,5.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,86 to 90,86,90.0,False,"4,165 - 4,428",4165.0,4428.0,"2,102 - 2,365",2102.0,2365.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,Premiums above age 90,91,,True,"4,501 - 5,239",4501.0,5239.0,"2,408 - 3,146",2408.0,3146.0,4.8% to 8.4%,4.8,8.4,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,Premiums above age 90,91,,True,"4,530 - 5,274",4530.0,5274.0,"2,437 - 3,181",2437.0,3181.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,1,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,1 to 20,1,20.0,False,187,187.0,187.0,40,40.0,40.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,1 to 20,1,20.0,False,219,219.0,219.0,71,71.0,71.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,1 to 20,1,20.0,False,205,205.0,205.0,57,57.0,57.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,21 to 30,21,30.0,False,294,294.0,294.0,40,40.0,40.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,21 to 30,21,30.0,False,329,329.0,329.0,74,74.0,74.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,21 to 30,21,30.0,False,315,315.0,315.0,60,60.0,60.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,31 to 40,31,40.0,False,450,450.0,450.0,53,53.0,53.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,31 to 40,31,40.0,False,499,499.0,499.0,102,102.0,102.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,31 to 40,31,40.0,False,482,482.0,482.0,85,85.0,85.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,41 to 50,41,50.0,False,613,613.0,613.0,78,78.0,78.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,41 to 50,41,50.0,False,718 - 734,718.0,734.0,183 - 200,183.0,200.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,41 to 50,41,50.0,False,663,663.0,663.0,128,128.0,128.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,51 to 60,51,60.0,False,896 - 907,896.0,907.0,82 - 92,82.0,92.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,51 to 60,51,60.0,False,"1,098 - 1,106",1098.0,1106.0,283 - 291,283.0,291.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,51 to 60,51,60.0,False,"1,043 - 1,052",1043.0,1052.0,228 - 237,228.0,237.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,218",1218.0,1218.0,179,179.0,179.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,528",1528.0,1528.0,489,489.0,489.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,61 to 65,61,65.0,False,"1,424",1424.0,1424.0,385,385.0,385.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,475",1475.0,1475.0,355,355.0,355.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,853",1853.0,1853.0,732,732.0,732.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,66 to 70,66,70.0,False,"1,744",1744.0,1744.0,623,623.0,623.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,71 to 73,71,73.0,False,"1,863",1863.0,1863.0,646,646.0,646.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,71 to 73,71,73.0,False,"2,390",2390.0,2390.0,"1,173",1173.0,1173.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,71 to 73,71,73.0,False,"2,144",2144.0,2144.0,927,927.0,927.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,094",2094.0,2094.0,750,750.0,750.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,711",2711.0,2711.0,"1,366",1366.0,1366.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,74 to 75,74,75.0,False,"2,428",2428.0,2428.0,"1,083",1083.0,1083.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,715",2715.0,2715.0,"1,156",1156.0,1156.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,76 to 78,76,78.0,False,"3,506",3506.0,3506.0,"1,948",1948.0,1948.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,76 to 78,76,78.0,False,"2,805",2805.0,2805.0,"1,246",1246.0,1246.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,79 to 80,79,80.0,False,"2,705",2705.0,2705.0,"1,085",1085.0,1085.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,79 to 80,79,80.0,False,"3,580",3580.0,3580.0,"1,960",1960.0,1960.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,79 to 80,79,80.0,False,"3,053",3053.0,3053.0,"1,433",1433.0,1433.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,81 to 83,81,83.0,False,"2,535",2535.0,2535.0,828,828.0,828.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,81 to 83,81,83.0,False,"4,304",4304.0,4304.0,"2,598",2598.0,2598.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,81 to 83,81,83.0,False,"3,175",3175.0,3175.0,"1,469",1469.0,1469.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,84 to 85,84,85.0,False,"2,834",2834.0,2834.0,863,863.0,863.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,84 to 85,84,85.0,False,"4,590",4590.0,4590.0,"2,619",2619.0,2619.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,84 to 85,84,85.0,False,"3,813",3813.0,3813.0,"1,842",1842.0,1842.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,86 to 90,86,90.0,False,"3,004",3004.0,3004.0,941,941.0,941.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,86 to 90,86,90.0,False,"5,139 - 5,269",5139.0,5269.0,"3,076 - 3,206",3076.0,3206.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,86 to 90,86,90.0,False,"4,127 - 4,443",4127.0,4443.0,"2,064 - 2,380",2064.0,2380.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,Premiums above age 90,91,,True,"4,080 - 4,500",4080.0,4500.0,"1,986 - 2,406",1986.0,2406.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,Premiums above age 90,91,,True,"5,564 - 6,000",5564.0,6000.0,"3,471 - 3,907",3471.0,3907.0,0.6%,0.6,0.6,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,Premiums above age 90,91,,True,"4,821 - 5,250",4821.0,5250.0,"2,728 - 3,157",2728.0,3157.0,,,,True,,premium_detail,03_class_b1_plans.pdf,8,2,class_b1_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,1 to 20,1,20.0,False,204 - 223,204.0,223.0,56 - 75,56.0,75.0,3.8%,3.8,3.8,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,1 to 20,1,20.0,False,189 - 212,189.0,212.0,41 - 64,41.0,64.0,12.2% to 13.3%,12.2,13.3,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,21 to 30,21,30.0,False,310,310.0,310.0,55,55.0,55.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,21 to 30,21,30.0,False,313,313.0,313.0,58,58.0,58.0,9.6%,9.6,9.6,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,31 to 40,31,40.0,False,480 - 487,480.0,487.0,83 - 90,83.0,90.0,3.9% to 4.0%,3.9,4.0,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,31 to 40,31,40.0,False,497 - 522,497.0,522.0,100 - 125,100.0,125.0,5.6% to 6.4%,5.6,6.4,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,41 to 50,41,50.0,False,709 - 722,709.0,722.0,174 - 187,174.0,187.0,3.8% to 3.9%,3.8,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,41 to 50,41,50.0,False,758 - 786,758.0,786.0,223 - 251,223.0,251.0,3.5% to 5.8%,3.5,5.8,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,51 to 60,51,60.0,False,"1,074 - 1,093",1074.0,1093.0,259 - 278,259.0,278.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,51 to 60,51,60.0,False,"1,209 - 1,251",1209.0,1251.0,394 - 436,394.0,436.0,5.7% to 5.8%,5.7,5.8,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,61 to 65,61,65.0,False,"1,488",1488.0,1488.0,449,449.0,449.0,3.8%,3.8,3.8,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,61 to 65,61,65.0,False,"1,741",1741.0,1741.0,702,702.0,702.0,6.0%,6.0,6.0,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,66 to 70,66,70.0,False,"1,842",1842.0,1842.0,721,721.0,721.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,66 to 70,66,70.0,False,"2,196",2196.0,2196.0,"1,075",1075.0,1075.0,6.0%,6.0,6.0,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,71 to 73,71,73.0,False,"2,242",2242.0,2242.0,"1,025",1025.0,1025.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,71 to 73,71,73.0,False,"2,750",2750.0,2750.0,"1,533",1533.0,1533.0,6.0%,6.0,6.0,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,74 to 75,74,75.0,False,"2,570",2570.0,2570.0,"1,225",1225.0,1225.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,74 to 75,74,75.0,False,"3,152",3152.0,3152.0,"1,807",1807.0,1807.0,5.7%,5.7,5.7,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,76 to 78,76,78.0,False,"3,064",3064.0,3064.0,"1,505",1505.0,1505.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,76 to 78,76,78.0,False,"3,759",3759.0,3759.0,"2,200",2200.0,2200.0,5.7%,5.7,5.7,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,79 to 80,79,80.0,False,"3,345",3345.0,3345.0,"1,725",1725.0,1725.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,79 to 80,79,80.0,False,"4,215",4215.0,4215.0,"2,595",2595.0,2595.0,6.3%,6.3,6.3,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,81 to 83,81,83.0,False,"3,285",3285.0,3285.0,"1,579",1579.0,1579.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,81 to 83,81,83.0,False,"4,344",4344.0,4344.0,"2,638",2638.0,2638.0,5.7%,5.7,5.7,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,84 to 85,84,85.0,False,"3,873",3873.0,3873.0,"1,902",1902.0,1902.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,84 to 85,84,85.0,False,"4,983",4983.0,4983.0,"3,012",3012.0,3012.0,5.7%,5.7,5.7,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,86 to 90,86,90.0,False,"4,408 - 4,718",4408.0,4718.0,"2,345 - 2,655",2345.0,2655.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,86 to 90,86,90.0,False,"5,530 - 5,771",5530.0,5771.0,"3,467 - 3,708",3467.0,3708.0,5.7% to 6.9%,5.7,6.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Premiums above age 90,91,,True,"5,105 - 6,281",5105.0,6281.0,"3,012 - 4,188",3012.0,4188.0,3.9%,3.9,3.9,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Premiums above age 90,91,,True,"6,196 - 7,960",6196.0,7960.0,"4,103 - 5,867",4103.0,5867.0,5.7%,5.7,5.7,True,,premium_detail,04_class_a_plans.pdf,7,1,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,1 to 20,1,20.0,False,252,252.0,252.0,104,104.0,104.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,1 to 20,1,20.0,False,219 - 233,219.0,233.0,71 - 85,71.0,85.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,21 to 30,21,30.0,False,366,366.0,366.0,111,111.0,111.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,21 to 30,21,30.0,False,340 - 359,340.0,359.0,85 - 104,85.0,104.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,31 to 40,31,40.0,False,568,568.0,568.0,171,171.0,171.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,31 to 40,31,40.0,False,505 - 535,505.0,535.0,108 - 138,108.0,138.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,41 to 50,41,50.0,False,869,869.0,869.0,334,334.0,334.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,41 to 50,41,50.0,False,734 - 782,734.0,782.0,199 - 247,199.0,247.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,51 to 60,51,60.0,False,"1,284 - 1,325",1284.0,1325.0,469 - 510,469.0,510.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,51 to 60,51,60.0,False,"1,107 - 1,343",1107.0,1343.0,292 - 528,292.0,528.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,61 to 65,61,65.0,False,"1,783",1783.0,1783.0,744,744.0,744.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,61 to 65,61,65.0,False,"1,604 - 1,853",1604.0,1853.0,565 - 814,565.0,814.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,66 to 70,66,70.0,False,"2,510",2510.0,2510.0,"1,389",1389.0,1389.0,0.6%,0.6,0.6,True,,premium_detail,04_class_a_plans.pdf,7,2,class_a_plans,
