plan_id,tier_code,tier_slug,section_raw,benefit_raw,notes_raw,coverage_value_raw,is_blank_value,section_norm,benefit_norm,search_text_norm,source_pdf,source_page,source_table,source_slug,repair_flags
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,Other Policy Features (Cont'd): | Deductibles (per policy yr) (Note (9)),Maximum Coverage Age,,Lifetime,False,other policy features cont d deductibles per policy yr note 9,maximum coverage age,other policy features cont d deductibles per policy yr note 9 maximum coverage age lifetime,03_class_b1_plans.pdf,5,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,Other Policy Features (Cont'd): | Deductibles (per policy yr) (Note (9)),Maximum Coverage Age,,Lifetime,False,other policy features cont d deductibles per policy yr note 9,maximum coverage age,other policy features cont d deductibles per policy yr note 9 maximum coverage age lifetime,03_class_b1_plans.pdf,5,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,Other Policy Features (Cont'd): | Deductibles (per policy yr) (Note (9)),Maximum Coverage Age,,Lifetime,False,other policy features cont d deductibles per policy yr note 9,maximum coverage age,other policy features cont d deductibles per policy yr note 9 maximum coverage age lifetime,03_class_b1_plans.pdf,5,1,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,Other Policy Features (Cont'd): | Deductibles (per policy yr) (Note (9)),Maximum Coverage Age,,Lifetime,False,other policy features cont d deductibles per policy yr note 9,maximum coverage age,other policy features cont d deductibles per policy yr note 9 maximum coverage age lifetime,03_class_b1_plans.pdf,5,1,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,Other Policy Features (Cont'd): | Deductibles (per policy yr) (Note (9)),Maximum Coverage Age,,Lifetime,False,other policy features cont d deductibles per policy yr note 9,maximum coverage age,other policy features cont d deductibles per policy yr note 9 maximum coverage age lifetime,03_class_b1_plans.pdf,5,1,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,Other Policy Features (Cont'd): | Deductibles (per policy yr) (Note (9)),Maximum Coverage Age,,Lifetime,False,other policy features cont d deductibles per policy yr note 9,maximum coverage age,other policy features cont d deductibles per policy yr note 9 maximum coverage age lifetime,03_class_b1_plans.pdf,5,1,class_b1_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,"1,200/day",False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 1 200 day,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,900/day,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 900 day,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Normal Ward [Note (17)],,As Charged,False,inpatient and day surgery daily ward and treatment charges,normal ward note 17,inpatient and day surgery daily ward and treatment charges normal ward note 17 as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,"1,700/day",False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward 1 700 day,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,"1,400/day",False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward 1 400 day,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,As Charged,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,As Charged,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,900/day,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward 900 day,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,As Charged,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,As Charged,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,As Charged,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Intensive Care Unit Ward,,As Charged,False,inpatient and day surgery daily ward and treatment charges,intensive care unit ward,inpatient and day surgery daily ward and treatment charges intensive care unit ward as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"10,000/yr",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric 10 000 yr,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"10,000/yr",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric 10 000 yr,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"4,000/yr (Additional post-hospitalisation psychiatric treatment of 2,500/yr within 200 days after Confinement)",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric 4 000 yr additional post hospitalisation psychiatric treatment of 2 500 yr within 200 days after confinement,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"4,500/yr (Including post hospitalisation benefits) [Note (16)]",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric 4 500 yr including post hospitalisation benefits note 16,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,-,False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"7,000/yr (including pre & post hospitalisation benefits)",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric 7 000 yr including pre post hospitalisation benefits,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,(i) As Charged (up to 45 days) [with 10 mth waiting period] (ii) $500/day (up to 35 days) [without waiting period],False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric i as charged up to 45 days with 10 mth waiting period ii 500 day up to 35 days without waiting period,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"Up to $4,000, capped at 60 days per policy year (Additional Post-Hospitalisation Psychiatric Treatment of $2,500 per policy year, within 200 days after Hospital discharge)",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric up to 4 000 capped at 60 days per policy year additional post hospitalisation psychiatric treatment of 2 500 per policy year within 200 days after hospital discharge,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Psychiatric,,"6,000/yr (Includes post hospitalisation psychiatric treatment up to 90 days)",False,inpatient and day surgery daily ward and treatment charges,psychiatric,inpatient and day surgery daily ward and treatment charges psychiatric 6 000 yr includes post hospitalisation psychiatric treatment up to 90 days,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,"1,200/day (up to 45 days for each admission)",False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital 1 200 day up to 45 days for each admission,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,As Charged (up to 90 days for each admission),False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital as charged up to 90 days for each admission,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,As Charged,False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,"Sub-acute Care Public hospitals: As-charged Private hospitals: 1,100/day Rehabilitation Care Public hospitals: As-charged Private hospitals: 900/day",False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital sub acute care public hospitals as charged private hospitals 1 100 day rehabilitation care public hospitals as charged private hospitals 900 day,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,900/day,False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital 900 day,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,As Charged,False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,As Charged,False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,As Charged (up to 45 days),False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital as charged up to 45 days,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Community Hospital,,As Charged (up to 45 days),False,inpatient and day surgery daily ward and treatment charges,community hospital,inpatient and day surgery daily ward and treatment charges community hospital as charged up to 45 days,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,-,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,-,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__hsbc_life__hsbc_life_shield_plan_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general as charged,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__raffles_health_insurance__raffles_shield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (General),,560/day,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care general,inpatient and day surgery daily ward and treatment charges inpatient palliative care general 560 day,04_class_a_plans.pdf,1,1,class_a_plans,
class_a__income__incomeshield_plan_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,760/day,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised 760 day,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__income__enhanced_incomeshield_advantage,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__aia__healthshield_gold_max_b,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__great_eastern__great_supremehealth_a_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__prudential__prushield_a,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,-,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__prudential__prushield_plus,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
class_a__singlife__singlife_shield_plan_2,class_a,class_a_plans,Inpatient and Day Surgery: | Daily Ward and Treatment Charges,- Inpatient Palliative Care (Specialised),,As Charged,False,inpatient and day surgery daily ward and treatment charges,inpatient palliative care specialised,inpatient and day surgery daily ward and treatment charges inpatient palliative care specialised as charged,04_class_a_plans.pdf,1,1,class_a_plans,forward_fill_from_previous:[Income] Enhanced IncomeShield Advantage|forward_fill_from_previous:[AIA] HealthShield Gold Max B|forward_fill_from_previous:[Great Eastern] GREAT SupremeHealth A PLUS|forward_fill_from_previous:[Prudential] PRUShield A*|forward_fill_from_previous:[Prudential] PRUShield Plus|forward_fill_from_previous:[Singlife] Singlife Shield Plan 2|forward_fill_from_previous:[HSBC Life] HSBC Life Shield Plan B|forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield A
