plan_id,tier_code,tier_slug,section_raw,benefit_raw,notes_raw,coverage_value_raw,is_blank_value,section_norm,benefit_norm,search_text_norm,source_pdf,source_page,source_table,source_slug,repair_flags
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"40,000/yr [Note (16a and 16b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 40 000 yr note 16a and 16b,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"80,000/yr [Note (16a and 16b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 80 000 yr note 16a and 16b,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"100,000/yr [Note (16a)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 100 000 yr note 16a,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"70,000/yr [Note (16a)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 70 000 yr note 16a,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"Categories 1, 2, and 3 are covered under Radiotherapy for Cancer limits. Category 4 is covered under Radiosurgery limit.",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 categories 1 2 and 3 are covered under radiotherapy for cancer limits category 4 is covered under radiosurgery limit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"50,000/yr [Note (16a)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 50 000 yr note 16a,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"75,000/yr [Note (16a and 16b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 75 000 yr note 16a and 16b,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,-,False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"250,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 250 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"250,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 250 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"100,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 100 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"200,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 200 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"250,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 250 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"150,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 150 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,-,False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"100,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 100 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),"Cell, Tissue and Gene Therapy",,"50,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 50 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,Waives 1 yr premium for insured,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability waives 1 yr premium for insured,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
